school,ses,mathach,female,minority,minority_mean,female_mean,ses_mean,sector,size,acad,discrm
1909,0.482,12.165,0,0,0,0.39285714285714285,0.24807142857142866,0,1357,0.45,0.875
1909,0.272,18.478,1,0,0,0.39285714285714285,0.24807142857142866,0,1357,0.45,0.875
1909,-1.288,7.892,1,0,0,0.39285714285714285,0.24807142857142866,0,1357,0.45,0.875
1909,0.762,8.645,0,0,0,0.39285714285714285,0.24807142857142866,0,1357,0.45,0.875
1909,0.642,17.342,1,0,0,0.39285714285714285,0.24807142857142866,0,1357,0.45,0.875
1909,1.172,8.357,0,0,0,0.39285714285714285,0.24807142857142866,0,1357,0.45,0.875
1909,0.182,13.907,1,0,0,0.39285714285714285,0.24807142857142866,0,1357,0.45,0.875
1909,0.972,23.096,0,0,0,0.39285714285714285,0.24807142857142866,0,1357,0.45,0.875
1909,-0.028,7.539,0,0,0,0.39285714285714285,0.24807142857142866,0,1357,0.45,0.875
1909,1.022,23.286,0,0,0,0.39285714285714285,0.24807142857142866,0,1357,0.45,0.875
1909,0.892,14.593,1,0,0,0.39285714285714285,0.24807142857142866,0,1357,0.45,0.875
1909,-0.018,22.053,0,0,0,0.39285714285714285,0.24807142857142866,0,1357,0.45,0.875
1909,-0.478,12.5,0,0,0,0.39285714285714285,0.24807142857142866,0,1357,0.45,0.875
1909,1.512,23.93,0,0,0,0.39285714285714285,0.24807142857142866,0,1357,0.45,0.875
1909,-0.138,4.605,1,0,0,0.39285714285714285,0.24807142857142866,0,1357,0.45,0.875
1909,-0.718,15.322,1,0,0,0.39285714285714285,0.24807142857142866,0,1357,0.45,0.875
1909,-0.738,5.69,0,0,0,0.39285714285714285,0.24807142857142866,0,1357,0.45,0.875
1909,-0.148,18.638,1,0,0,0.39285714285714285,0.24807142857142866,0,1357,0.45,0.875
1909,0.892,17.06,1,0,0,0.39285714285714285,0.24807142857142866,0,1357,0.45,0.875
1909,0.532,19.385,0,0,0,0.39285714285714285,0.24807142857142866,0,1357,0.45,0.875
1909,-0.178,17.416,0,0,0,0.39285714285714285,0.24807142857142866,0,1357,0.45,0.875
1909,-0.118,20.664,0,0,0,0.39285714285714285,0.24807142857142866,0,1357,0.45,0.875
1909,0.312,22.585,1,0,0,0.39285714285714285,0.24807142857142866,0,1357,0.45,0.875
1909,-0.258,16,0,0,0,0.39285714285714285,0.24807142857142866,0,1357,0.45,0.875
1909,0.682,7.327,0,0,0,0.39285714285714285,0.24807142857142866,0,1357,0.45,0.875
1909,0.332,12.279,0,0,0,0.39285714285714285,0.24807142857142866,0,1357,0.45,0.875
1909,1.362,8.132,0,0,0,0.39285714285714285,0.24807142857142866,0,1357,0.45,0.875
1909,-0.968,4.967,1,0,0,0.39285714285714285,0.24807142857142866,0,1357,0.45,0.875
