school,ses,mathach,female,minority,minority_mean,female_mean,ses_mean,sector,size,acad,discrm
1296,-0.148,12.668,1,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,-0.858,0.781,0,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,-1.568,4.968,1,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,-0.898,23.172,0,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,-0.288,8.278,1,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,-1.088,6.244,1,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,-1.388,1.326,1,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,-1.148,2.359,0,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,-0.558,6.757,1,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,-0.698,6.251,1,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,0.142,3.404,1,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,0.522,22.201,0,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,0.732,-1.353,0,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,-0.248,-0.014,1,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,0.322,5.216,1,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,0.052,3.587,1,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,-0.028,11.162,1,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,-0.898,5.982,1,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,-0.818,2.814,0,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,-1.408,7.272,1,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,-1.258,8.895,0,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,-0.608,8.773,0,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,1.242,12.176,1,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,-0.688,3.052,0,0,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,-0.828,6.834,1,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,-0.698,3.255,1,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,-0.498,6.355,1,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,-0.658,11.589,0,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,-0.778,8.08,1,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,-0.098,19.822,1,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,-1.028,14.239,1,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,-0.418,1.17,1,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,-0.408,-1.127,1,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,0.352,10.84,0,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,-1.628,6.778,1,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,-0.698,9.449,1,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,-0.168,5.995,0,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,-0.718,4.765,1,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,-1.008,14.399,1,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,-0.178,6.588,0,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,0.392,11.026,0,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,-0.358,7.095,1,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,-0.628,12.721,0,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,-0.038,5.52,0,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,0.972,7.353,1,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,0.252,7.095,1,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,0.332,9.999,1,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
1296,-0.308,10.715,0,1,0.9791666666666666,0.6458333333333334,-0.4255,0,1719,0.32,-0.137
