school,ses,mathach,female,minority,minority_mean,female_mean,ses_mean,sector,size,acad,discrm
1288,-0.788,7.857,1,0,0.12,0.44,0.1216,0,1855,0.27,0.174
1288,-0.328,10.171,0,1,0.12,0.44,0.1216,0,1855,0.27,0.174
1288,0.472,15.699,0,0,0.12,0.44,0.1216,0,1855,0.27,0.174
1288,0.352,22.919,1,0,0.12,0.44,0.1216,0,1855,0.27,0.174
1288,-1.468,10.664,1,1,0.12,0.44,0.1216,0,1855,0.27,0.174
1288,0.202,13.543,1,0,0.12,0.44,0.1216,0,1855,0.27,0.174
1288,-0.518,18.207,0,0,0.12,0.44,0.1216,0,1855,0.27,0.174
1288,-0.158,5.552,0,1,0.12,0.44,0.1216,0,1855,0.27,0.174
1288,0.042,7.416,0,0,0.12,0.44,0.1216,0,1855,0.27,0.174
1288,0.682,18.792,0,0,0.12,0.44,0.1216,0,1855,0.27,0.174
1288,1.262,1.575,0,0,0.12,0.44,0.1216,0,1855,0.27,0.174
1288,0.152,3.534,1,0,0.12,0.44,0.1216,0,1855,0.27,0.174
1288,-0.678,20.173,1,0,0.12,0.44,0.1216,0,1855,0.27,0.174
1288,0.332,10.772,1,0,0.12,0.44,0.1216,0,1855,0.27,0.174
1288,-0.728,2.619,1,0,0.12,0.44,0.1216,0,1855,0.27,0.174
1288,1.262,21.3,1,0,0.12,0.44,0.1216,0,1855,0.27,0.174
1288,0.612,19.527,0,0,0.12,0.44,0.1216,0,1855,0.27,0.174
1288,0.692,18.402,1,0,0.12,0.44,0.1216,0,1855,0.27,0.174
1288,1.082,20.69,1,0,0.12,0.44,0.1216,0,1855,0.27,0.174
1288,0.222,21.437,0,0,0.12,0.44,0.1216,0,1855,0.27,0.174
1288,0.032,7.519,0,0,0.12,0.44,0.1216,0,1855,0.27,0.174
1288,-0.118,18.397,0,0,0.12,0.44,0.1216,0,1855,0.27,0.174
1288,-0.488,4.617,0,0,0.12,0.44,0.1216,0,1855,0.27,0.174
1288,0.322,23.578,0,0,0.12,0.44,0.1216,0,1855,0.27,0.174
1288,0.592,12.81,0,0,0.12,0.44,0.1216,0,1855,0.27,0.174
