school,ses,mathach,female,minority,minority_mean,female_mean,ses_mean,sector,size,acad,discrm
1637,-0.158,4.213,0,0,0.7037037037037037,0.5925925925925926,-0.7054074074074075,0,100,0.1,1.215
1637,-0.658,10.524,0,1,0.7037037037037037,0.5925925925925926,-0.7054074074074075,0,100,0.1,1.215
1637,0.622,5.571,0,0,0.7037037037037037,0.5925925925925926,-0.7054074074074075,0,100,0.1,1.215
1637,-1.748,4.062,1,1,0.7037037037037037,0.5925925925925926,-0.7054074074074075,0,100,0.1,1.215
1637,0.232,9.826,0,0,0.7037037037037037,0.5925925925925926,-0.7054074074074075,0,100,0.1,1.215
1637,-0.368,-0.538,1,1,0.7037037037037037,0.5925925925925926,-0.7054074074074075,0,100,0.1,1.215
1637,-0.388,7.032,1,1,0.7037037037037037,0.5925925925925926,-0.7054074074074075,0,100,0.1,1.215
1637,-1.238,-1.437,0,1,0.7037037037037037,0.5925925925925926,-0.7054074074074075,0,100,0.1,1.215
1637,-0.968,3.77,0,0,0.7037037037037037,0.5925925925925926,-0.7054074074074075,0,100,0.1,1.215
1637,-0.498,6.689,1,1,0.7037037037037037,0.5925925925925926,-0.7054074074074075,0,100,0.1,1.215
1637,-0.028,-2.832,1,1,0.7037037037037037,0.5925925925925926,-0.7054074074074075,0,100,0.1,1.215
1637,-1.688,1.74,0,1,0.7037037037037037,0.5925925925925926,-0.7054074074074075,0,100,0.1,1.215
1637,-0.648,4.814,1,1,0.7037037037037037,0.5925925925925926,-0.7054074074074075,0,100,0.1,1.215
1637,-0.688,7.723,1,1,0.7037037037037037,0.5925925925925926,-0.7054074074074075,0,100,0.1,1.215
1637,-1.408,3.595,1,1,0.7037037037037037,0.5925925925925926,-0.7054074074074075,0,100,0.1,1.215
1637,0.742,24.993,0,0,0.7037037037037037,0.5925925925925926,-0.7054074074074075,0,100,0.1,1.215
1637,-1.948,17.621,0,1,0.7037037037037037,0.5925925925925926,-0.7054074074074075,0,100,0.1,1.215
1637,-0.688,18.052,1,0,0.7037037037037037,0.5925925925925926,-0.7054074074074075,0,100,0.1,1.215
1637,-1.518,7.138,1,1,0.7037037037037037,0.5925925925925926,-0.7054074074074075,0,100,0.1,1.215
1637,-0.758,2.202,1,1,0.7037037037037037,0.5925925925925926,-0.7054074074074075,0,100,0.1,1.215
1637,-1.278,6.065,1,0,0.7037037037037037,0.5925925925925926,-0.7054074074074075,0,100,0.1,1.215
1637,-1.548,11.613,1,1,0.7037037037037037,0.5925925925925926,-0.7054074074074075,0,100,0.1,1.215
1637,-0.708,-1.211,1,1,0.7037037037037037,0.5925925925925926,-0.7054074074074075,0,100,0.1,1.215
1637,0.242,14.536,1,1,0.7037037037037037,0.5925925925925926,-0.7054074074074075,0,100,0.1,1.215
1637,-1.748,-2.374,0,1,0.7037037037037037,0.5925925925925926,-0.7054074074074075,0,100,0.1,1.215
1637,0.362,20.394,1,0,0.7037037037037037,0.5925925925925926,-0.7054074074074075,0,100,0.1,1.215
1637,-0.568,5.87,0,1,0.7037037037037037,0.5925925925925926,-0.7054074074074075,0,100,0.1,1.215
