school,ses,mathach,female,minority,minority_mean,female_mean,ses_mean,sector,size,acad,discrm
2030,0.382,16.028,0,1,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
2030,0.862,12.927,0,0,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
2030,0.072,9.733,1,0,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
2030,0.782,20.932,1,0,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
2030,1.512,7.054,1,0,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
2030,1.022,4.461,0,0,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
2030,1.182,18.399,0,0,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
2030,1.202,15.332,0,0,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
2030,-0.218,11.536,0,0,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
2030,0.402,15.893,0,0,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
2030,-0.458,5.912,0,0,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
2030,0.552,23.108,1,0,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
2030,0.932,5.129,0,0,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
2030,-0.828,9.32,1,0,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
2030,-0.918,8.255,0,0,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
2030,-0.118,4.756,1,0,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
2030,0.972,9.184,1,0,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
2030,-0.878,6.21,0,0,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
2030,0.472,14.699,0,0,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
2030,1.512,15.463,0,0,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
2030,-0.188,2.796,1,0,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
2030,-0.538,15.564,1,0,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
2030,-0.538,13.452,0,0,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
2030,0.712,16.257,1,0,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
2030,0.172,19.887,0,0,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
2030,-1.178,11.883,1,0,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
2030,0.172,2.731,0,1,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
2030,0.982,4.696,0,0,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
2030,1.142,1.227,1,0,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
2030,0.702,15.608,0,0,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
2030,1.072,24.297,0,0,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
2030,1.042,2.625,1,0,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
2030,0.282,22.167,0,0,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
2030,-0.648,10.916,0,0,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
2030,-0.178,5.366,0,0,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
2030,0.212,9.004,0,0,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
2030,0.932,13.732,1,0,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
2030,0.502,19.118,1,0,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
2030,0.272,23.736,0,0,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
2030,-0.078,4.328,1,1,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
2030,0.242,6.72,1,0,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
2030,0.112,12.692,1,0,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
2030,-0.118,19.624,0,0,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
2030,1.302,16.604,0,0,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
2030,0.212,16.569,1,0,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
2030,0.352,11.47,1,0,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
2030,0.042,10.275,0,0,0.06382978723404255,0.425531914893617,0.3283829787234042,0,1332,0.4,0.677
