school,ses,mathach,female,minority,minority_mean,female_mean,ses_mean,sector,size,acad,discrm
1308,0.422,13.233,0,0,0.4,0,0.5279999999999999,1,716,0.96,-0.622
1308,0.562,13.952,0,0,0.4,0,0.5279999999999999,1,716,0.96,-0.622
1308,-0.058,13.757,0,1,0.4,0,0.5279999999999999,1,716,0.96,-0.622
1308,0.952,13.97,0,0,0.4,0,0.5279999999999999,1,716,0.96,-0.622
1308,0.622,23.434,0,0,0.4,0,0.5279999999999999,1,716,0.96,-0.622
1308,0.832,9.162,0,0,0.4,0,0.5279999999999999,1,716,0.96,-0.622
1308,1.512,23.818,0,0,0.4,0,0.5279999999999999,1,716,0.96,-0.622
1308,0.622,15.998,0,0,0.4,0,0.5279999999999999,1,716,0.96,-0.622
1308,0.332,16.039,0,1,0.4,0,0.5279999999999999,1,716,0.96,-0.622
1308,0.442,24.993,0,0,0.4,0,0.5279999999999999,1,716,0.96,-0.622
1308,0.582,15.657,0,1,0.4,0,0.5279999999999999,1,716,0.96,-0.622
1308,1.102,16.258,0,0,0.4,0,0.5279999999999999,1,716,0.96,-0.622
1308,0.892,10.546,0,0,0.4,0,0.5279999999999999,1,716,0.96,-0.622
1308,0.802,17.615,0,1,0.4,0,0.5279999999999999,1,716,0.96,-0.622
1308,-0.568,21.116,0,1,0.4,0,0.5279999999999999,1,716,0.96,-0.622
1308,0.522,6.493,0,1,0.4,0,0.5279999999999999,1,716,0.96,-0.622
1308,0.102,2.512,0,1,0.4,0,0.5279999999999999,1,716,0.96,-0.622
1308,-0.348,22.393,0,1,0.4,0,0.5279999999999999,1,716,0.96,-0.622
1308,0.552,21.488,0,0,0.4,0,0.5279999999999999,1,716,0.96,-0.622
1308,0.682,22.676,0,0,0.4,0,0.5279999999999999,1,716,0.96,-0.622
