school,ses,mathach,female,minority,minority_mean,female_mean,ses_mean,sector,size,acad,discrm
1374,0.322,16.663,0,0,0.32142857142857145,0.4642857142857143,-0.012642857142857112,0,2400,0.5,2.016
1374,0.212,-2.155,1,1,0.32142857142857145,0.4642857142857143,-0.012642857142857112,0,2400,0.5,2.016
1374,0.682,0.085,1,1,0.32142857142857145,0.4642857142857143,-0.012642857142857112,0,2400,0.5,2.016
1374,-0.148,18.804,1,0,0.32142857142857145,0.4642857142857143,-0.012642857142857112,0,2400,0.5,2.016
1374,-0.468,2.409,1,1,0.32142857142857145,0.4642857142857143,-0.012642857142857112,0,2400,0.5,2.016
1374,0.842,16.759,1,0,0.32142857142857145,0.4642857142857143,-0.012642857142857112,0,2400,0.5,2.016
1374,0.072,18.948,0,1,0.32142857142857145,0.4642857142857143,-0.012642857142857112,0,2400,0.5,2.016
1374,0.332,10.593,1,0,0.32142857142857145,0.4642857142857143,-0.012642857142857112,0,2400,0.5,2.016
1374,-0.858,15.557,0,0,0.32142857142857145,0.4642857142857143,-0.012642857142857112,0,2400,0.5,2.016
1374,0.902,23.419,0,0,0.32142857142857145,0.4642857142857143,-0.012642857142857112,0,2400,0.5,2.016
1374,1.242,0.333,0,1,0.32142857142857145,0.4642857142857143,-0.012642857142857112,0,2400,0.5,2.016
1374,-0.738,-2.002,0,0,0.32142857142857145,0.4642857142857143,-0.012642857142857112,0,2400,0.5,2.016
1374,0.362,24.041,0,0,0.32142857142857145,0.4642857142857143,-0.012642857142857112,0,2400,0.5,2.016
1374,0.712,-2.657,0,1,0.32142857142857145,0.4642857142857143,-0.012642857142857112,0,2400,0.5,2.016
1374,0.452,7.603,1,0,0.32142857142857145,0.4642857142857143,-0.012642857142857112,0,2400,0.5,2.016
1374,-0.598,5.803,0,1,0.32142857142857145,0.4642857142857143,-0.012642857142857112,0,2400,0.5,2.016
1374,-1.028,3.931,0,1,0.32142857142857145,0.4642857142857143,-0.012642857142857112,0,2400,0.5,2.016
1374,-0.338,8.268,0,0,0.32142857142857145,0.4642857142857143,-0.012642857142857112,0,2400,0.5,2.016
1374,-0.948,1.344,0,0,0.32142857142857145,0.4642857142857143,-0.012642857142857112,0,2400,0.5,2.016
1374,0.292,16.449,0,1,0.32142857142857145,0.4642857142857143,-0.012642857142857112,0,2400,0.5,2.016
1374,-1.218,2.881,1,0,0.32142857142857145,0.4642857142857143,-0.012642857142857112,0,2400,0.5,2.016
1374,0.492,20.93,1,0,0.32142857142857145,0.4642857142857143,-0.012642857142857112,0,2400,0.5,2.016
1374,1.152,22.086,0,0,0.32142857142857145,0.4642857142857143,-0.012642857142857112,0,2400,0.5,2.016
1374,-0.758,7.653,1,0,0.32142857142857145,0.4642857142857143,-0.012642857142857112,0,2400,0.5,2.016
1374,-0.298,8.082,1,0,0.32142857142857145,0.4642857142857143,-0.012642857142857112,0,2400,0.5,2.016
1374,-0.478,5.503,1,0,0.32142857142857145,0.4642857142857143,-0.012642857142857112,0,2400,0.5,2.016
1374,0.192,9.004,1,0,0.32142857142857145,0.4642857142857143,-0.012642857142857112,0,2400,0.5,2.016
1374,-0.738,12.063,0,0,0.32142857142857145,0.4642857142857143,-0.012642857142857112,0,2400,0.5,2.016
